epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
79,6648.31,0.38148,0.25362,0.85155,0.90904,0.86791,0.92176,0.82407,0.34498,0.57925,0.70294,0.00028475,0.00028475,0.00028475
80,6730.89,0.37705,0.25193,0.85444,0.87142,0.90352,0.91382,0.81172,0.34462,0.9522,0.70477,0.000272375,0.000272375,0.000272375
81,6812.51,0.37743,0.24623,0.85023,0.91523,0.86634,0.91586,0.81436,0.34627,0.53996,0.70479,0.00026,0.00026,0.00026
82,6893.93,0.37417,0.24924,0.85115,0.91317,0.8578,0.90765,0.81006,0.33436,0.54128,0.69991,0.000247625,0.000247625,0.000247625
83,6977.24,0.3721,0.23998,0.85097,0.89712,0.89423,0.92092,0.82174,0.33481,0.4283,0.70133,0.00023525,0.00023525,0.00023525
84,7058.07,0.37518,0.24184,0.85181,0.90962,0.9098,0.92088,0.82173,0.3318,0.61219,0.69919,0.000222875,0.000222875,0.000222875
85,7139.73,0.36724,0.23655,0.84846,0.89361,0.90621,0.92523,0.82625,0.33388,1.08809,0.70003,0.0002105,0.0002105,0.0002105
86,7221.79,0.36957,0.24072,0.85096,0.91342,0.88059,0.92955,0.83249,0.33673,0.52921,0.70151,0.000198125,0.000198125,0.000198125
87,7300.55,0.37361,0.23817,0.8487,0.90789,0.8822,0.92489,0.82584,0.33569,0.52363,0.70193,0.00018575,0.00018575,0.00018575
88,7380.65,0.36486,0.23149,0.84925,0.89756,0.87446,0.90637,0.81199,0.33882,0.63695,0.70273,0.000173375,0.000173375,0.000173375
89,7461.65,0.36718,0.23033,0.84945,0.91233,0.87345,0.91163,0.81595,0.337,0.92159,0.70183,0.000161,0.000161,0.000161
90,7540.15,0.35718,0.22337,0.84784,0.92139,0.87455,0.91521,0.81724,0.33429,0.54357,0.70178,0.000148625,0.000148625,0.000148625
91,7626.5,0.33538,0.17424,0.80391,0.87794,0.88493,0.91109,0.81558,0.33549,0.62176,0.7008,0.00013625,0.00013625,0.00013625
92,7708.62,0.33047,0.17305,0.8086,0.88623,0.88247,0.90902,0.81208,0.34012,0.56173,0.70277,0.000123875,0.000123875,0.000123875
93,7792.9,0.32986,0.17025,0.80177,0.86602,0.92111,0.90845,0.81373,0.34009,0.5496,0.70499,0.0001115,0.0001115,0.0001115
94,7878.17,0.32734,0.16678,0.80132,0.90119,0.8816,0.90501,0.8131,0.33542,0.67241,0.70291,9.9125e-05,9.9125e-05,9.9125e-05
95,7961.2,0.32451,0.16644,0.80271,0.91478,0.89022,0.90851,0.81534,0.33704,0.6279,0.70282,8.675e-05,8.675e-05,8.675e-05
96,8045.09,0.32832,0.16701,0.80607,0.89868,0.90513,0.9113,0.81979,0.33532,0.69395,0.70085,7.4375e-05,7.4375e-05,7.4375e-05
97,8129.1,0.32624,0.16724,0.80699,0.89163,0.91071,0.91975,0.82791,0.3356,0.81364,0.70047,6.2e-05,6.2e-05,6.2e-05
98,8210.2,0.3229,0.16525,0.80193,0.89675,0.91039,0.91559,0.82416,0.3358,1.19065,0.70104,4.9625e-05,4.9625e-05,4.9625e-05
99,8291.91,0.32071,0.16112,0.80072,0.89269,0.91447,0.91346,0.82075,0.33462,1.04882,0.70057,3.725e-05,3.725e-05,3.725e-05
100,8374.25,0.31979,0.15904,0.80235,0.90599,0.90347,0.91278,0.8219,0.33518,0.90594,0.70108,2.4875e-05,2.4875e-05,2.4875e-05
